days,sample number,design,predated,location,date,temperature,slug,weather
12,621,1,1,2,23/02/2024,11,0,1
12,622,1,1,2,23/02/2024,11,0,1
12,623,1,1,2,23/02/2024,11,0,1
12,624,1,1,2,23/02/2024,11,0,1
12,625,1,1,2,23/02/2024,11,0,1
12,626,1,1,2,23/02/2024,11,0,1
12,627,1,1,2,23/02/2024,11,0,1
12,628,1,1,2,23/02/2024,11,0,1
12,629,1,1,2,23/02/2024,11,0,1
12,630,1,1,2,23/02/2024,11,0,1
12,631,1,1,2,23/02/2024,11,0,1
12,632,1,1,2,23/02/2024,11,1,1
12,633,1,0,2,23/02/2024,11,0,1
12,634,1,0,2,23/02/2024,11,0,1
12,635,1,0,2,23/02/2024,11,0,1
12,636,1,0,2,23/02/2024,11,0,1
12,637,1,0,2,23/02/2024,11,0,1
12,638,1,0,2,23/02/2024,11,0,1
12,639,1,0,2,23/02/2024,11,0,1
12,641,2,1,2,23/02/2024,11,0,1
12,642,2,1,2,23/02/2024,11,0,1
12,643,2,1,2,23/02/2024,11,0,1
12,644,2,1,2,23/02/2024,11,0,1
12,645,2,1,2,23/02/2024,11,0,1
12,646,2,1,2,23/02/2024,11,0,1
12,647,2,1,2,23/02/2024,11,0,1
12,648,2,1,2,23/02/2024,11,0,1
12,649,2,1,2,23/02/2024,11,0,1
12,650,2,1,2,23/02/2024,11,0,1
12,651,2,1,2,23/02/2024,11,0,1
12,652,2,1,2,23/02/2024,11,0,1
12,653,2,1,2,23/02/2024,11,0,1
12,654,2,1,2,23/02/2024,11,0,1
12,655,2,1,2,23/02/2024,11,0,1
12,656,2,1,2,23/02/2024,11,0,1
12,657,2,1,2,23/02/2024,11,0,1
12,658,2,1,2,23/02/2024,11,0,1
12,659,2,1,2,23/02/2024,11,0,1
12,660,2,1,2,23/02/2024,11,0,1
12,661,2,1,2,23/02/2024,11,0,1
12,662,2,1,2,23/02/2024,11,0,1
12,663,2,1,2,23/02/2024,11,0,1
12,664,2,1,2,23/02/2024,11,0,1
12,665,2,1,2,23/02/2024,11,0,1
12,666,2,1,2,23/02/2024,11,0,1
12,667,2,1,2,23/02/2024,11,0,1
12,668,2,1,2,23/02/2024,11,1,1
12,669,2,1,2,23/02/2024,11,1,1
12,670,2,0,2,23/02/2024,11,0,1
12,671,2,0,2,23/02/2024,11,0,1
12,672,2,0,2,23/02/2024,11,0,1
12,673,2,0,2,23/02/2024,11,0,1
12,674,2,0,2,23/02/2024,11,0,1
12,675,2,0,2,23/02/2024,11,0,1
12,676,2,0,2,23/02/2024,11,0,1
12,677,2,0,2,23/02/2024,11,0,1
12,678,2,0,2,23/02/2024,11,0,1
12,679,2,0,2,23/02/2024,11,0,1
12,681,3,1,2,23/02/2024,11,0,1
12,682,3,1,2,23/02/2024,11,0,1
12,683,3,1,2,23/02/2024,11,0,1
12,684,3,1,2,23/02/2024,11,0,1
12,685,3,1,2,23/02/2024,11,0,1
12,686,3,1,2,23/02/2024,11,0,1
12,687,3,1,2,23/02/2024,11,0,1
12,688,3,1,2,23/02/2024,11,0,1
12,689,3,1,2,23/02/2024,11,0,1
12,690,3,1,2,23/02/2024,11,0,1
12,691,3,1,2,23/02/2024,11,0,1
12,692,3,1,2,23/02/2024,11,0,1
12,693,3,1,2,23/02/2024,11,0,1
12,694,3,1,2,23/02/2024,11,0,1
12,695,3,1,2,23/02/2024,11,0,1
12,696,3,1,2,23/02/2024,11,0,1
12,697,3,1,2,23/02/2024,11,0,1
12,698,3,1,2,23/02/2024,11,0,1
12,699,3,1,2,23/02/2024,11,0,1
12,700,3,1,2,23/02/2024,11,0,1
12,701,3,1,2,23/02/2024,11,0,1
12,702,3,1,2,23/02/2024,11,0,1
12,703,3,1,2,23/02/2024,11,0,1
12,704,3,1,2,23/02/2024,11,0,1
12,705,3,1,2,23/02/2024,11,0,1
12,706,3,1,2,23/02/2024,11,0,1
12,707,3,0,2,23/02/2024,11,0,1
12,708,3,0,2,23/02/2024,11,0,1
12,709,3,0,2,23/02/2024,11,0,1
12,710,3,0,2,23/02/2024,11,0,1
12,711,3,0,2,23/02/2024,11,0,1
12,712,3,0,2,23/02/2024,11,0,1
12,713,3,0,2,23/02/2024,11,0,1
12,714,3,0,2,23/02/2024,11,0,1
12,715,3,0,2,23/02/2024,11,0,1
12,716,3,0,2,23/02/2024,11,0,1
12,717,3,0,2,23/02/2024,11,0,1
12,718,3,0,2,23/02/2024,11,0,1
12,719,3,0,2,23/02/2024,11,0,1
12,720,3,0,2,23/02/2024,11,0,1
14,721,1,1,1,23/02/2024,11,0,1
14,722,1,1,1,23/02/2024,11,0,1
14,723,1,1,1,23/02/2024,11,0,1
14,724,1,1,1,23/02/2024,11,0,1
14,725,1,1,1,23/02/2024,11,0,1
14,726,1,1,1,23/02/2024,11,0,1
14,727,1,1,1,23/02/2024,11,0,1
14,728,1,1,1,23/02/2024,11,0,1
14,729,1,1,1,23/02/2024,11,0,1
14,730,1,1,1,23/02/2024,11,0,1
14,731,1,1,1,23/02/2024,11,0,1
14,732,1,1,1,23/02/2024,11,0,1
14,733,1,1,1,23/02/2024,11,0,1
14,734,1,1,1,23/02/2024,11,0,1
14,735,1,1,1,23/02/2024,11,0,1
14,736,1,1,1,23/02/2024,11,0,1
14,737,1,1,1,23/02/2024,11,0,1
14,738,1,1,1,23/02/2024,11,0,1
14,739,1,1,1,23/02/2024,11,0,1
14,740,1,1,1,23/02/2024,11,0,1
14,741,1,1,1,23/02/2024,11,0,1
14,742,1,1,1,23/02/2024,11,0,1
14,743,1,1,1,23/02/2024,11,0,1
14,744,1,1,1,23/02/2024,11,0,1
14,745,1,0,1,23/02/2024,11,0,1
14,746,1,0,1,23/02/2024,11,0,1
14,747,1,0,1,23/02/2024,11,0,1
14,748,1,0,1,23/02/2024,11,0,1
14,749,1,0,1,23/02/2024,11,0,1
14,750,1,0,1,23/02/2024,11,0,1
14,751,1,0,1,23/02/2024,11,0,1
14,752,1,0,1,23/02/2024,11,0,1
14,753,1,0,1,23/02/2024,11,0,1
14,754,1,0,1,23/02/2024,11,0,1
14,755,1,0,1,23/02/2024,11,0,1
14,756,1,0,1,23/02/2024,11,0,1
14,757,1,0,1,23/02/2024,11,0,1
14,758,1,0,1,23/02/2024,11,0,1
14,759,1,0,1,23/02/2024,11,0,1
14,761,2,1,1,23/02/2024,11,0,1
14,762,2,1,1,23/02/2024,11,0,1
14,763,2,1,1,23/02/2024,11,0,1
14,764,2,1,1,23/02/2024,11,0,1
14,765,2,1,1,23/02/2024,11,0,1
14,766,2,1,1,23/02/2024,11,0,1
14,767,2,1,1,23/02/2024,11,0,1
14,768,2,1,1,23/02/2024,11,0,1
14,769,2,1,1,23/02/2024,11,0,1
14,770,2,1,1,23/02/2024,11,0,1
14,771,2,1,1,23/02/2024,11,0,1
14,772,2,1,1,23/02/2024,11,0,1
14,773,2,1,1,23/02/2024,11,0,1
14,774,2,1,1,23/02/2024,11,0,1
14,775,2,1,1,23/02/2024,11,0,1
14,776,2,1,1,23/02/2024,11,0,1
14,777,2,1,1,23/02/2024,11,0,1
14,778,2,1,1,23/02/2024,11,0,1
14,779,2,1,1,23/02/2024,11,1,1
14,780,2,0,1,23/02/2024,11,0,1
14,781,2,0,1,23/02/2024,11,0,1
14,782,2,0,1,23/02/2024,11,0,1
14,783,2,0,1,23/02/2024,11,0,1
14,784,2,0,1,23/02/2024,11,0,1
14,785,2,0,1,23/02/2024,11,0,1
14,786,2,0,1,23/02/2024,11,0,1
14,787,2,0,1,23/02/2024,11,0,1
14,788,2,0,1,23/02/2024,11,0,1
14,789,2,0,1,23/02/2024,11,0,1
14,790,2,0,1,23/02/2024,11,0,1
14,791,2,0,1,23/02/2024,11,0,1
14,792,2,0,1,23/02/2024,11,0,1
14,793,2,0,1,23/02/2024,11,0,1
14,794,2,0,1,23/02/2024,11,0,1
14,795,2,0,1,23/02/2024,11,0,1
14,796,2,0,1,23/02/2024,11,0,1
14,797,2,0,1,23/02/2024,11,0,1
14,798,2,0,1,23/02/2024,11,0,1
14,799,2,0,1,23/02/2024,11,0,1
14,800,2,0,1,23/02/2024,11,0,1
14,801,3,1,1,23/02/2024,11,0,1
14,802,3,1,1,23/02/2024,11,0,1
14,803,3,1,1,23/02/2024,11,0,1
14,804,3,1,1,23/02/2024,11,0,1
14,805,3,1,1,23/02/2024,11,0,1
14,806,3,1,1,23/02/2024,11,0,1
14,807,3,1,1,23/02/2024,11,0,1
14,808,3,1,1,23/02/2024,11,0,1
14,809,3,1,1,23/02/2024,11,0,1
14,810,3,1,1,23/02/2024,11,0,1
14,811,3,1,1,23/02/2024,11,0,1
14,812,3,1,1,23/02/2024,11,0,1
14,813,3,1,1,23/02/2024,11,0,1
14,814,3,1,1,23/02/2024,11,0,1
14,815,3,1,1,23/02/2024,11,0,1
14,816,3,0,1,23/02/2024,11,0,1
14,817,3,0,1,23/02/2024,11,0,1
14,818,3,0,1,23/02/2024,11,0,1
14,819,3,0,1,23/02/2024,11,0,1
14,820,3,0,1,23/02/2024,11,0,1
14,821,3,0,1,23/02/2024,11,0,1
14,822,3,0,1,23/02/2024,11,0,1
14,823,3,0,1,23/02/2024,11,0,1
14,824,3,0,1,23/02/2024,11,0,1
14,825,3,0,1,23/02/2024,11,0,1
14,826,3,0,1,23/02/2024,11,0,1
14,827,3,0,1,23/02/2024,11,0,1
14,828,3,0,1,23/02/2024,11,0,1
14,829,3,0,1,23/02/2024,11,0,1
14,830,3,0,1,23/02/2024,11,0,1
14,831,3,0,1,23/02/2024,11,0,1
14,832,3,0,1,23/02/2024,11,0,1
14,833,3,0,1,23/02/2024,11,0,1
14,834,3,0,1,23/02/2024,11,0,1
14,835,3,0,1,23/02/2024,11,0,1
14,836,3,0,1,23/02/2024,11,0,1
14,837,3,0,1,23/02/2024,11,0,1
14,838,3,0,1,23/02/2024,11,0,1
14,839,3,0,1,23/02/2024,11,0,1
14,840,3,0,1,23/02/2024,11,0,1
16,841,1,1,2,25/02/2024,9,0,3
16,842,1,1,2,25/02/2024,9,0,3
16,843,1,1,2,25/02/2024,9,0,3
16,844,1,1,2,25/02/2024,9,0,3
16,845,1,1,2,25/02/2024,9,0,3
16,846,1,1,2,25/02/2024,9,0,3
16,847,1,1,2,25/02/2024,9,0,3
16,848,1,1,2,25/02/2024,9,0,3
16,849,1,1,2,25/02/2024,9,0,3
16,850,1,1,2,25/02/2024,9,0,3
16,851,1,1,2,25/02/2024,9,0,3
16,852,1,1,2,25/02/2024,9,0,3
16,853,1,1,2,25/02/2024,9,0,3
16,854,1,1,2,25/02/2024,9,0,3
16,855,1,1,2,25/02/2024,9,0,3
16,856,1,1,2,25/02/2024,9,0,3
16,857,1,1,2,25/02/2024,9,0,3
16,858,1,1,2,25/02/2024,9,0,3
16,859,1,1,2,25/02/2024,9,0,3
16,860,1,1,2,25/02/2024,9,0,3
16,861,1,1,2,25/02/2024,9,0,3
16,862,1,1,2,25/02/2024,9,0,3
16,863,1,1,2,25/02/2024,9,0,3
16,864,1,1,2,25/02/2024,9,0,3
16,865,1,1,2,25/02/2024,9,0,3
16,866,1,1,2,25/02/2024,9,0,3
16,867,1,1,2,25/02/2024,9,0,3
16,868,1,1,2,25/02/2024,9,0,3
16,869,1,1,2,25/02/2024,9,0,3
16,870,1,1,2,25/02/2024,9,0,3
16,871,1,1,2,25/02/2024,9,0,3
16,872,1,1,2,25/02/2024,9,0,3
16,873,1,1,2,25/02/2024,9,0,3
16,874,1,1,2,25/02/2024,9,0,3
16,875,1,1,2,25/02/2024,9,0,3
16,876,1,1,2,25/02/2024,9,0,3
16,877,1,1,2,25/02/2024,9,0,3
16,878,1,1,2,25/02/2024,9,0,3
16,879,1,1,2,25/02/2024,9,0,3
16,880,1,0,2,25/02/2024,9,0,3
16,881,2,1,2,25/02/2024,9,0,3
16,882,2,1,2,25/02/2024,9,0,3
16,883,2,1,2,25/02/2024,9,0,3
16,884,2,1,2,25/02/2024,9,0,3
16,885,2,1,2,25/02/2024,9,0,3
16,886,2,1,2,25/02/2024,9,0,3
16,887,2,1,2,25/02/2024,9,0,3
16,888,2,1,2,25/02/2024,9,0,3
16,889,2,1,2,25/02/2024,9,0,3
16,890,2,1,2,25/02/2024,9,0,3
16,891,2,1,2,25/02/2024,9,0,3
16,892,2,1,2,25/02/2024,9,0,3
16,893,2,1,2,25/02/2024,9,0,3
16,894,2,1,2,25/02/2024,9,0,3
16,895,2,1,2,25/02/2024,9,0,3
16,896,2,1,2,25/02/2024,9,0,3
16,897,2,1,2,25/02/2024,9,0,3
16,898,2,1,2,25/02/2024,9,0,3
16,899,2,1,2,25/02/2024,9,0,3
16,900,2,1,2,25/02/2024,9,0,3
16,901,2,1,2,25/02/2024,9,0,3
16,902,2,1,2,25/02/2024,9,0,3
16,903,2,1,2,25/02/2024,9,0,3
16,904,2,1,2,25/02/2024,9,0,3
16,905,2,1,2,25/02/2024,9,0,3
16,906,2,1,2,25/02/2024,9,0,3
16,907,2,1,2,25/02/2024,9,0,3
16,908,2,1,2,25/02/2024,9,0,3
16,909,2,1,2,25/02/2024,9,0,3
16,910,2,1,2,25/02/2024,9,0,3
16,911,2,1,2,25/02/2024,9,0,3
16,912,2,1,2,25/02/2024,9,0,3
16,913,2,1,2,25/02/2024,9,0,3
16,914,2,1,2,25/02/2024,9,0,3
16,915,2,1,2,25/02/2024,9,0,3
16,916,2,1,2,25/02/2024,9,0,3
16,917,2,1,2,25/02/2024,9,0,3
16,918,2,1,2,25/02/2024,9,0,3
16,921,3,1,2,25/02/2024,9,0,3
16,922,3,1,2,25/02/2024,9,0,3
16,923,3,1,2,25/02/2024,9,0,3
16,924,3,1,2,25/02/2024,9,0,3
16,925,3,1,2,25/02/2024,9,0,3
16,926,3,1,2,25/02/2024,9,0,3
16,927,3,1,2,25/02/2024,9,0,3
16,928,3,1,2,25/02/2024,9,0,3
16,929,3,1,2,25/02/2024,9,0,3
16,930,3,1,2,25/02/2024,9,0,3
16,931,3,1,2,25/02/2024,9,0,3
16,932,3,1,2,25/02/2024,9,0,3
16,933,3,1,2,25/02/2024,9,0,3
16,934,3,1,2,25/02/2024,9,0,3
16,935,3,1,2,25/02/2024,9,0,3
16,936,3,1,2,25/02/2024,9,0,3
16,937,3,1,2,25/02/2024,9,0,3
16,938,3,1,2,25/02/2024,9,0,3
16,939,3,1,2,25/02/2024,9,0,3
16,940,3,1,2,25/02/2024,9,0,3
16,941,3,1,2,25/02/2024,9,0,3
16,942,3,1,2,25/02/2024,9,0,3
16,943,3,1,2,25/02/2024,9,0,3
16,944,3,1,2,25/02/2024,9,0,3
16,945,3,1,2,25/02/2024,9,0,3
16,946,3,1,2,25/02/2024,9,0,3
16,947,3,1,2,25/02/2024,9,0,3
16,948,3,1,2,25/02/2024,9,0,3
16,949,3,1,2,25/02/2024,9,0,3
16,950,3,1,2,25/02/2024,9,0,3
16,951,3,1,2,25/02/2024,9,0,3
16,952,3,1,2,25/02/2024,9,0,3
16,953,3,1,2,25/02/2024,9,0,3
16,954,3,1,2,25/02/2024,9,0,3
16,955,3,1,2,25/02/2024,9,0,3
16,956,3,1,2,25/02/2024,9,0,3
16,957,3,1,2,25/02/2024,9,0,3
16,958,3,1,2,25/02/2024,9,0,3
18,961,1,1,1,25/02/2024,9,0,3
18,962,1,1,1,25/02/2024,9,0,3
18,963,1,1,1,25/02/2024,9,0,3
18,964,1,1,1,25/02/2024,9,0,3
18,965,1,1,1,25/02/2024,9,0,3
18,966,1,1,1,25/02/2024,9,0,3
18,967,1,1,1,25/02/2024,9,0,3
18,968,1,1,1,25/02/2024,9,0,3
18,969,1,1,1,25/02/2024,9,0,3
18,970,1,1,1,25/02/2024,9,0,3
18,971,1,1,1,25/02/2024,9,0,3
18,972,1,1,1,25/02/2024,9,0,3
18,973,1,1,1,25/02/2024,9,0,3
18,974,1,1,1,25/02/2024,9,0,3
18,975,1,1,1,25/02/2024,9,0,3
18,976,1,1,1,25/02/2024,9,0,3
18,977,1,1,1,25/02/2024,9,0,3
18,978,1,1,1,25/02/2024,9,0,3
18,979,1,1,1,25/02/2024,9,0,3
18,980,1,1,1,25/02/2024,9,0,3
18,981,1,1,1,25/02/2024,9,0,3
18,982,1,1,1,25/02/2024,9,0,3
18,983,1,1,1,25/02/2024,9,0,3
18,984,1,1,1,25/02/2024,9,0,3
18,985,1,1,1,25/02/2024,9,0,3
18,986,1,1,1,25/02/2024,9,0,3
18,987,1,1,1,25/02/2024,9,0,3
18,988,1,1,1,25/02/2024,9,0,3
18,989,1,1,1,25/02/2024,9,0,3
18,990,1,1,1,25/02/2024,9,0,3
18,991,1,1,1,25/02/2024,9,0,3
18,992,1,1,1,25/02/2024,9,0,3
18,993,1,1,1,25/02/2024,9,0,3
18,994,1,1,1,25/02/2024,9,0,3
18,995,1,1,1,25/02/2024,9,0,3
18,996,1,1,1,25/02/2024,9,0,3
18,997,1,1,1,25/02/2024,9,0,3
18,998,1,1,1,25/02/2024,9,0,3
18,999,1,0,1,25/02/2024,9,0,3
18,1001,2,1,1,25/02/2024,9,0,3
18,1002,2,1,1,25/02/2024,9,0,3
18,1003,2,1,1,25/02/2024,9,0,3
18,1004,2,1,1,25/02/2024,9,0,3
18,1005,2,1,1,25/02/2024,9,0,3
18,1006,2,1,1,25/02/2024,9,0,3
18,1007,2,1,1,25/02/2024,9,0,3
18,1008,2,1,1,25/02/2024,9,0,3
18,1009,2,1,1,25/02/2024,9,0,3
18,1010,2,1,1,25/02/2024,9,0,3
18,1011,2,1,1,25/02/2024,9,0,3
18,1012,2,1,1,25/02/2024,9,0,3
18,1013,2,1,1,25/02/2024,9,0,3
18,1014,2,1,1,25/02/2024,9,0,3
18,1015,2,1,1,25/02/2024,9,0,3
18,1016,2,1,1,25/02/2024,9,0,3
18,1017,2,1,1,25/02/2024,9,0,3
18,1018,2,1,1,25/02/2024,9,0,3
18,1019,2,1,1,25/02/2024,9,0,3
18,1020,2,1,1,25/02/2024,9,0,3
18,1021,2,1,1,25/02/2024,9,0,3
18,1022,2,1,1,25/02/2024,9,0,3
18,1023,2,1,1,25/02/2024,9,0,3
18,1024,2,1,1,25/02/2024,9,0,3
18,1025,2,1,1,25/02/2024,9,1,3
18,1026,2,1,1,25/02/2024,9,1,3
18,1027,2,0,1,25/02/2024,9,0,3
18,1028,2,0,1,25/02/2024,9,0,3
18,1029,2,0,1,25/02/2024,9,0,3
18,1030,2,0,1,25/02/2024,9,0,3
18,1031,2,0,1,25/02/2024,9,0,3
18,1032,2,0,1,25/02/2024,9,0,3
18,1033,2,0,1,25/02/2024,9,0,3
18,1034,2,0,1,25/02/2024,9,0,3
18,1035,2,0,1,25/02/2024,9,0,3
18,1036,2,0,1,25/02/2024,9,0,3
18,1037,2,0,1,25/02/2024,9,0,3
18,1038,2,0,1,25/02/2024,9,0,3
18,1041,3,1,1,25/02/2024,9,0,3
18,1042,3,1,1,25/02/2024,9,0,3
18,1043,3,1,1,25/02/2024,9,0,3
18,1044,3,1,1,25/02/2024,9,0,3
18,1045,3,1,1,25/02/2024,9,0,3
18,1046,3,1,1,25/02/2024,9,0,3
18,1047,3,1,1,25/02/2024,9,0,3
18,1048,3,1,1,25/02/2024,9,0,3
18,1049,3,1,1,25/02/2024,9,0,3
18,1050,3,1,1,25/02/2024,9,0,3
18,1051,3,1,1,25/02/2024,9,0,3
18,1052,3,1,1,25/02/2024,9,0,3
18,1053,3,1,1,25/02/2024,9,0,3
18,1054,3,1,1,25/02/2024,9,0,3
18,1055,3,1,1,25/02/2024,9,0,3
18,1056,3,1,1,25/02/2024,9,0,3
18,1057,3,1,1,25/02/2024,9,0,3
18,1058,3,1,1,25/02/2024,9,0,3
18,1059,3,1,1,25/02/2024,9,1,3
18,1060,3,0,1,25/02/2024,9,0,3
18,1061,3,0,1,25/02/2024,9,0,3
18,1062,3,0,1,25/02/2024,9,0,3
18,1063,3,0,1,25/02/2024,9,0,3
18,1064,3,0,1,25/02/2024,9,0,3
18,1065,3,0,1,25/02/2024,9,0,3
18,1066,3,0,1,25/02/2024,9,0,3
18,1067,3,0,1,25/02/2024,9,0,3
18,1068,3,0,1,25/02/2024,9,0,3
18,1069,3,0,1,25/02/2024,9,0,3
18,1070,3,0,1,25/02/2024,9,0,3
18,1071,3,0,1,25/02/2024,9,0,3
18,1072,3,0,1,25/02/2024,9,0,3
18,1073,3,0,1,25/02/2024,9,0,3
18,1074,3,0,1,25/02/2024,9,0,3
18,1075,3,0,1,25/02/2024,9,0,3
18,1076,3,0,1,25/02/2024,9,0,3
18,1077,3,0,1,25/02/2024,9,0,3
